Date,Team,Opp,GS,GStot,W,L,SV,HLD,IP,TBF,H,R,ER,HR,BB,SO,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,EV,ERA,FIP,xFIP,GSv2
4/29/13,DET,MIN,1,138,1,0,0,0,7.1,28,6,3,3,1,0,10,12.27,0,1.23,0.294,65.20%,41.20%,14.30%,,3.68,2.09,1.62,66
4/24/13,DET,KCR,1,137,1,0,0,0,5,24,7,5,5,0,3,6,10.8,5.4,0,0.467,50.00%,80.00%,0.00%,,9,2.45,2.99,40
4/17/13,DET,@SEA,1,136,0,0,0,0,8,29,6,1,1,0,1,12,13.5,1.13,0,0.375,85.70%,56.30%,0.00%,,1.13,0.42,1.11,82
4/12/13,DET,@OAK,1,135,0,0,0,0,6,24,5,2,1,0,1,11,16.5,1.5,0,0.417,66.70%,27.30%,0.00%,,1.5,-0.12,1.25,68
4/6/13,DET,NYY,1,134,1,0,0,0,5,22,5,4,4,1,2,7,12.6,3.6,1.8,0.364,60.60%,16.70%,14.30%,,7.2,4.65,3.96,44
10/3/12,DET,@KCR,1,133,0,0,0,0,4,17,3,0,0,0,2,3,6.75,4.5,0,0.25,100.00%,33.30%,0.00%,,0,3.09,5.3,57
9/23/12,DET,MIN,1,132,0,1,0,0,5,22,6,3,3,0,1,4,7.2,1.8,0,0.353,57.10%,23.50%,0.00%,,5.4,2.09,4.74,51
9/18/12,DET,OAK,1,131,0,0,0,0,2,10,2,1,1,0,2,4,18,9,0,0.5,75.00%,25.00%,0.00%,,4.5,2.09,2.83,45
9/12/12,DET,@CHW,1,130,1,0,0,0,6,21,4,1,1,1,0,7,10.5,0,1.5,0.231,100.00%,28.60%,14.30%,,1.5,2.93,2.47,66
9/7/12,DET,@LAA,1,129,0,0,0,0,8,29,5,2,2,0,0,9,10.13,0,0,0.25,60.00%,50.00%,0.00%,,2.25,0.84,1.76,81
9/1/12,DET,CHW,1,128,1,0,0,0,8,29,4,0,0,0,1,9,10.13,1.13,0,0.211,100.00%,15.80%,0.00%,,0,1.22,3.42,87
8/26/12,DET,LAA,1,127,1,0,0,0,7,26,4,1,1,0,2,9,11.57,2.57,0,0.267,83.30%,53.30%,0.00%,,1.29,1.38,2.43,76
8/21/12,DET,TOR,1,126,1,0,0,0,7,27,5,1,1,1,2,8,10.29,2.57,1.29,0.25,100.00%,41.20%,12.50%,,1.29,3.52,3.34,67
8/15/12,DET,@MIN,1,125,1,0,0,0,7,26,4,0,0,0,2,10,12.86,2.57,0,0.286,100.00%,57.10%,0.00%,,0,1.09,1.72,80
8/10/12,DET,@TEX,1,124,1,0,0,0,6,27,8,2,2,1,2,8,12,3,1.5,0.467,93.80%,37.50%,20.00%,,3,4.09,3.15,52
8/5/12,DET,CLE,1,123,0,0,0,0,5,24,10,4,4,1,1,9,16.2,1.8,1.8,0.692,72.90%,28.60%,16.70%,,7.2,2.69,1.86,39
7/30/12,DET,@BOS,1,122,0,1,0,0,6.1,28,7,5,5,1,2,9,12.79,2.84,1.42,0.375,52.60%,47.10%,16.70%,,7.11,3.25,2.59,48
7/25/12,DET,@CLE,1,121,1,0,0,0,7,27,3,2,2,1,4,8,10.29,5.14,1.29,0.143,89.30%,33.30%,10.00%,,2.57,4.38,4.62,64
7/19/12,DET,LAA,1,120,1,0,0,0,7,27,3,1,1,1,4,9,11.57,5.14,1.29,0.154,100.00%,28.60%,14.30%,,1.29,4.09,3.71,68
7/14/12,DET,@BAL,1,119,0,0,0,0,5,25,9,4,4,1,2,4,7.2,3.6,1.8,0.444,72.90%,33.30%,20.00%,,7.2,5.29,4.16,34
7/8/12,DET,KCR,1,118,1,0,0,0,7,27,5,1,1,1,1,7,9,1.29,1.29,0.222,100.00%,15.80%,7.70%,,1.29,3.38,4.25,68
6/28/12,DET,@TBR,1,117,1,0,0,0,6,24,4,2,2,0,2,7,10.5,3,0,0.267,66.70%,26.70%,0.00%,,3,1.76,3.23,65
6/23/12,DET,@PIT,1,116,0,1,0,0,6,21,3,3,3,1,1,7,10.5,1.5,1.5,0.182,55.60%,41.70%,25.00%,,4.5,3.93,2.74,60
6/17/12,DET,COL,1,115,1,0,0,0,8,31,7,0,0,0,0,12,13.5,0,0,0.368,100.00%,41.20%,0.00%,,0,0.09,1.2,86
6/12/12,DET,@CHC,1,114,0,0,0,0,6,27,5,3,3,0,5,8,12,7.5,0,0.357,70.00%,58.30%,0.00%,,4.5,2.93,3.66,55
6/6/12,DET,CLE,1,113,0,1,0,0,4.1,24,7,8,5,2,3,2,4.15,6.23,4.15,0.294,27.80%,47.40%,33.30%,,10.38,10.25,6.28,12
5/31/12,DET,@BOS,1,112,1,0,0,0,6,27,7,3,3,1,2,6,9,3,1.5,0.333,78.90%,27.80%,16.70%,,4.5,4.26,3.56,49
5/26/12,DET,@MIN,1,111,1,0,0,0,5.1,21,6,3,3,2,0,9,15.19,0,3.38,0.4,93.80%,36.40%,50.00%,,5.06,4.59,0.82,48
5/20/12,DET,PIT,1,110,1,0,0,0,7,26,4,2,2,2,1,15,19.29,1.29,2.57,0.25,100.00%,30.00%,28.60%,,2.57,2.95,0.71,69
5/15/12,DET,@CHW,1,109,0,0,0,0,4,22,8,6,5,1,3,3,6.75,6.75,2.25,0.467,52.10%,43.80%,25.00%,,11.25,7.09,5.31,21
5/10/12,DET,@OAK,1,108,1,0,0,0,6.1,25,5,2,2,1,2,9,12.79,2.84,1.42,0.308,89.30%,35.70%,14.30%,,2.84,3.25,2.82,61
5/5/12,DET,CHW,1,107,0,0,0,0,7,24,4,1,1,1,0,9,11.57,0,1.29,0.214,100.00%,33.30%,14.30%,,1.29,2.38,1.99,74
4/29/12,DET,@NYY,1,106,0,1,0,0,4.2,28,7,3,3,1,7,4,7.71,13.5,1.93,0.375,87.30%,50.00%,12.50%,,5.79,8.67,8.4,29
4/24/12,DET,SEA,1,105,0,1,0,0,5,26,10,5,5,0,2,6,10.8,3.6,0,0.556,58.30%,44.40%,0.00%,,9,1.89,3.95,37
4/18/12,DET,@KCR,1,104,1,0,0,0,6,25,7,3,3,1,1,3,4.5,1.5,1.5,0.316,78.90%,40.00%,14.30%,,4.5,5.26,4.81,48
4/13/12,DET,@CHW,1,103,0,1,0,0,6,24,5,3,3,1,1,11,16.5,1.5,1.5,0.364,65.20%,27.30%,20.00%,,4.5,2.09,1.15,60
4/8/12,DET,BOS,1,102,0,0,0,0,2.2,20,8,7,7,0,2,3,10.12,6.75,0,0.615,41.70%,23.10%,0.00%,,23.62,5.34,7.55,18
9/27/11,DET,CLE,1,101,1,0,0,0,5.2,25,7,4,4,0,2,7,11.12,3.18,0,0.438,55.60%,56.30%,0.00%,,6.35,1.61,2.72,50
9/21/11,DET,@KCR,1,100,0,0,0,0,5,19,5,2,2,0,1,5,9,1.8,0,0.385,66.70%,46.20%,0.00%,,3.6,1.63,2.63,56
9/15/11,DET,@OAK,1,99,0,1,0,0,5,24,7,5,5,3,1,8,14.4,1.8,5.4,0.4,86.20%,38.50%,50.00%,,9,9.43,3.13,28
9/10/11,DET,MIN,1,98,0,0,0,0,7,27,5,2,2,1,3,6,7.71,3.86,1.29,0.235,90.90%,38.90%,11.10%,,2.57,4.45,4.21,59
9/4/11,DET,CHW,1,97,1,0,0,0,7,25,5,0,0,0,0,6,7.71,0,0,0.263,100.00%,47.40%,0.00%,,0,1.31,2.21,77
8/29/11,DET,KCR,1,96,0,1,0,0,3,19,10,7,7,3,1,2,6,3,9,0.538,58.80%,37.50%,75.00%,,21,15.69,4.37,-2
8/24/11,DET,@TBR,1,95,0,0,0,0,5,21,4,2,2,1,2,4,7.2,3.6,1.8,0.214,87.00%,42.90%,20.00%,,3.6,5.23,3.88,49
8/19/11,DET,CLE,1,94,1,0,0,0,7,27,5,1,1,0,1,6,7.71,1.29,0,0.25,83.30%,45.00%,0.00%,,1.29,1.74,3,72
8/13/11,DET,@BAL,1,93,1,0,0,0,7,29,7,5,4,2,0,10,12.86,0,2.57,0.294,47.60%,47.40%,28.60%,,5.14,3.88,1.42,50
8/7/11,DET,@KCR,1,92,0,1,0,0,5,21,6,4,4,1,1,5,9,1.8,1.8,0.357,53.60%,40.00%,20.00%,,7.2,4.23,2.88,42
8/2/11,DET,TEX,1,91,0,0,0,0,6,26,6,2,2,0,1,1,1.5,1.5,0,0.261,75.00%,50.00%,0.00%,,3,3.69,4.95,56
7/27/11,DET,@CHW,1,90,0,1,0,0,6,27,6,2,2,1,4,8,12,6,1.5,0.357,93.00%,46.70%,33.30%,,3,4.53,2.99,51
7/22/11,DET,@MIN,1,89,1,0,0,0,7,25,4,1,1,0,1,4,5.14,1.29,0,0.2,80.00%,45.00%,0.00%,,1.29,2.31,3.57,72
7/16/11,DET,CHW,1,88,0,1,0,0,8,31,8,2,2,1,0,6,6.75,0,1.13,0.292,90.90%,50.00%,11.10%,,2.25,3.15,2.94,65
7/7/11,DET,@KCR,1,87,1,0,0,0,6.2,24,6,1,1,0,0,2,2.7,0,0,0.273,83.30%,54.50%,0.00%,,1.35,2.43,4.31,66
7/2/11,DET,SFG,1,86,0,1,0,0,2,16,6,9,6,2,3,2,9,13.5,9,0.444,0.00%,45.50%,40.00%,,27,18.53,8.67,-4
6/27/11,DET,TOR,1,85,0,0,0,0,7,27,6,2,2,1,1,9,11.57,1.29,1.29,0.313,89.30%,53.30%,25.00%,,2.57,2.74,1.6,64
6/21/11,DET,@LAD,1,84,0,1,0,0,6,29,9,6,6,1,2,3,4.5,3,1.5,0.348,52.10%,45.80%,20.00%,,9,5.19,4.07,32
6/16/11,DET,CLE,1,83,1,0,0,0,5.2,26,4,2,2,0,2,4,6.35,3.18,0,0.222,75.00%,33.30%,0.00%,,3.18,3.73,5.73,59
6/11/11,DET,SEA,1,82,1,0,0,0,7,26,4,1,1,0,2,4,5.14,2.57,0,0.2,83.30%,25.00%,0.00%,,1.29,2.74,4.71,70
6/6/11,DET,@TEX,1,81,1,0,0,0,5,24,8,5,5,1,1,4,7.2,1.8,1.8,0.389,52.60%,26.30%,14.30%,,9,4.63,3.78,34
5/31/11,DET,MIN,1,80,0,0,0,0,6.2,31,9,7,7,2,1,7,9.45,1.35,2.7,0.35,48.80%,27.30%,15.40%,,9.45,5.73,4.28,33
5/26/11,DET,BOS,1,79,0,1,0,0,2,15,7,7,7,1,2,1,4.5,9,4.5,0.545,26.30%,8.30%,12.50%,,31.5,11.53,10.05,7
5/21/11,DET,@PIT,1,78,0,1,0,0,5.2,24,7,3,3,0,0,7,11.12,0,0,0.412,57.10%,41.20%,0.00%,,4.76,0.55,1.44,57
5/16/11,DET,TOR,1,77,0,0,0,0,7,29,8,1,0,0,1,2,2.57,1.29,0,0.308,88.90%,26.10%,0.00%,,0,2.88,4.86,62
5/9/11,DET,@TOR,1,76,1,0,0,0,5,23,5,2,2,1,3,5,9,5.4,1.8,0.286,90.90%,40.00%,11.10%,,3.6,5.43,5.09,46
5/4/11,DET,NYY,1,75,1,0,0,0,8,29,4,0,0,0,2,9,10.13,2.25,0,0.222,100.00%,41.20%,0.00%,,0,1.53,2.78,84
4/29/11,DET,@CLE,1,74,0,0,0,0,6.2,29,6,5,5,2,5,7,9.45,6.75,2.7,0.267,73.20%,41.20%,28.60%,,6.75,7.08,4.49,37
4/24/11,DET,CHW,1,73,1,0,0,0,8,29,4,0,0,0,3,7,7.88,3.38,0,0.211,100.00%,61.10%,0.00%,,0,2.4,3.03,80
4/18/11,DET,@SEA,1,72,1,0,0,0,6,26,6,2,2,1,4,7,10.5,6,1.5,0.357,93.00%,26.70%,16.70%,,3,4.86,3.95,50
4/13/11,DET,TEX,1,71,0,0,0,0,6,27,7,2,2,0,2,7,10.5,3,0,0.412,80.00%,31.30%,0.00%,,3,2.19,3.66,58
4/8/11,DET,KCR,1,70,1,0,0,0,6,26,7,1,1,0,2,3,4.5,3,0,0.333,88.90%,28.60%,0.00%,,1.5,3.03,5.54,57
4/3/11,DET,@NYY,1,69,1,0,0,0,5,27,9,6,6,4,2,6,10.8,3.6,7.2,0.333,92.60%,36.80%,44.40%,,10.8,12.23,4.09,11
9/29/10,DET,@CLE,1,68,0,1,0,0,5,25,8,4,4,2,3,3,5.4,5.4,3.6,0.353,85.40%,50.00%,28.60%,,7.2,8.88,5.39,26
9/22/10,DET,KCR,1,67,1,0,0,0,7.2,26,2,0,0,0,2,8,9.39,2.35,0,0.125,100.00%,53.30%,0.00%,,0,1.77,2.89,85
9/17/10,DET,@CHW,1,66,1,0,0,0,8,28,2,2,2,2,2,11,12.38,2.25,2.25,0,100.00%,42.90%,33.30%,,2.25,4.7,2.37,72
9/11/10,DET,BAL,1,65,0,1,0,0,6,31,12,4,4,0,1,5,7.5,1.5,0,0.48,69.20%,36.00%,0.00%,,6,1.91,3.95,42
9/6/10,DET,CHW,1,64,0,0,0,0,7.1,33,9,4,4,0,2,6,7.36,2.45,0,0.375,66.70%,33.30%,0.00%,,4.91,2.67,4.17,55
9/1/10,DET,@MIN,1,63,0,0,0,0,9,30,4,1,1,0,1,9,9,1,0,0.2,80.00%,45.00%,0.00%,,1,1.41,2.23,89
8/26/10,DET,@TOR,1,62,1,0,0,0,8,28,6,1,1,1,1,8,9,1.13,1.13,0.278,100.00%,42.10%,11.10%,,1.13,3.08,2.83,72
8/21/10,DET,CLE,1,61,1,0,0,0,7,27,4,2,1,0,2,8,10.29,2.57,0,0.235,66.70%,35.30%,0.00%,,1.29,1.65,2.87,71
8/16/10,DET,@NYY,1,60,1,0,0,0,6,21,2,0,0,0,2,6,9,3,0,0.154,100.00%,46.20%,0.00%,,0,2.08,2.89,73
8/10/10,DET,TBR,1,59,0,1,0,0,7,28,4,2,1,0,4,2,2.57,5.14,0,0.182,75.00%,45.50%,0.00%,,1.29,4.22,5.27,61
8/5/10,DET,CHW,1,58,0,0,0,0,7,27,8,2,2,0,2,7,9,2.57,0,0.444,80.00%,43.80%,0.00%,,2.57,1.94,2.98,62
7/31/10,DET,@BOS,1,57,0,0,0,0,6.1,25,9,1,1,0,1,3,4.26,1.42,0,0.429,90.00%,33.30%,0.00%,,1.42,2.6,4.15,57
7/26/10,DET,@TBR,1,56,0,1,0,0,5.2,24,2,4,3,1,4,8,12.71,6.35,1.59,0.091,43.50%,27.30%,16.70%,,4.76,4.67,3.67,51
7/21/10,DET,TEX,1,55,1,0,0,0,7,26,4,0,0,0,3,5,6.43,3.86,0,0.222,100.00%,55.60%,0.00%,,0,2.94,4.16,72
7/16/10,DET,@CLE,1,54,0,1,0,0,5,26,5,4,4,1,5,7,12.6,9,1.8,0.308,69.80%,28.60%,12.50%,,7.2,5.88,5.23,38
7/7/10,DET,BAL,1,53,1,0,0,0,7,28,6,1,1,0,2,6,7.71,2.57,0,0.3,87.50%,40.00%,0.00%,,1.29,2.22,3.62,68
7/2/10,DET,SEA,1,52,1,0,0,0,8,27,3,1,1,1,2,7,7.88,2.25,1.13,0.118,100.00%,58.80%,16.70%,,1.13,3.7,2.99,75
6/26/10,DET,@ATL,1,51,0,0,0,0,5.2,24,3,0,0,0,4,8,12.71,6.35,0,0.273,100.00%,60.00%,0.00%,,0,2.9,3.55,67
6/20/10,DET,ARI,1,50,1,0,0,0,7,26,4,1,1,0,2,8,10.29,2.57,0,0.25,83.30%,50.00%,0.00%,,1.29,1.65,2.52,74
6/15/10,DET,WSN,1,49,1,0,0,0,6,27,7,4,3,1,2,9,13.5,3,1.5,0.4,65.80%,40.00%,14.30%,,4.5,3.25,2.5,48
6/10/10,DET,@CHW,1,48,0,1,0,0,7.1,27,5,3,3,2,1,7,8.59,1.23,2.45,0.176,93.80%,37.50%,22.20%,,3.68,5.12,3.08,57
6/4/10,DET,@KCR,1,47,0,1,0,0,5,24,9,5,5,0,2,3,5.4,3.6,0,0.474,54.50%,26.30%,0.00%,,9,3.08,4.3,35
5/30/10,DET,OAK,1,46,1,0,0,0,5.2,24,2,0,0,0,4,14,22.24,6.35,0,0.4,100.00%,20.00%,0.00%,,0,0.78,1.65,75
5/14/10,DET,BOS,1,45,0,1,0,0,5,22,6,6,6,3,2,1,1.8,3.6,5.4,0.188,52.60%,36.80%,33.30%,,10.8,11.68,6.08,18
5/9/10,DET,@CLE,1,44,0,1,0,0,5,27,9,5,5,0,3,4,7.2,5.4,0,0.45,58.30%,47.40%,0.00%,,9,3.28,4.99,34
5/3/10,DET,@MIN,1,43,0,1,0,0,4.1,25,8,10,10,1,4,1,2.08,8.31,2.08,0.368,18.90%,30.00%,14.30%,,20.77,8.39,7.36,6
4/28/10,DET,MIN,1,42,0,0,0,0,3.2,20,10,6,6,2,0,3,7.36,0,4.91,0.533,55.60%,41.20%,33.30%,,14.73,8.53,3.44,14
4/23/10,DET,@TEX,1,41,0,0,0,0,7,27,5,4,3,1,2,7,9,2.57,1.29,0.25,60.60%,33.30%,14.30%,,3.86,4.22,3.59,56
4/18/10,DET,@SEA,1,40,1,0,0,0,6,22,6,2,2,1,1,4,6,1.5,1.5,0.313,89.30%,35.30%,12.50%,,3,4.41,3.87,53
4/12/10,DET,KCR,1,39,0,1,0,0,5,23,9,5,2,1,2,3,5.4,3.6,1.8,0.471,62.50%,37.50%,20.00%,,3.6,5.68,4.3,29
4/7/10,DET,@KCR,1,38,0,0,0,0,6,22,1,0,0,0,2,3,4.5,3,0,0.067,100.00%,33.30%,0.00%,,0,4.08,5.5,72
9/25/09,ARI,SDP,1,37,0,1,0,0,5,22,5,3,3,0,3,6,10.8,5.4,0,0.385,62.50%,38.50%,0.00%,,5.4,2.5,3.81,51
9/19/09,ARI,COL,1,36,0,1,0,0,5.1,25,3,4,3,2,5,6,10.13,8.44,3.38,0.091,80.60%,15.40%,22.20%,,5.06,9.1,6.44,38
9/13/09,ARI,MIL,1,35,0,0,0,0,6,21,3,1,1,1,2,5,7.5,3,1.5,0.154,100.00%,35.70%,14.30%,,1.5,4.6,3.96,62
9/7/09,ARI,LAD,1,34,0,1,0,0,7,29,6,4,4,3,1,3,3.86,1.29,3.86,0.143,100.00%,40.90%,33.30%,,5.14,8.67,4.79,41
9/2/09,ARI,@LAD,1,33,1,0,0,0,7.2,30,7,1,1,0,1,4,4.7,1.17,0,0.28,87.50%,41.70%,0.00%,,1.17,2.44,3.82,71
8/28/09,ARI,HOU,1,32,1,0,0,0,6,26,5,6,5,1,2,8,12,3,1.5,0.286,30.30%,40.00%,12.50%,,7.5,4.1,3.68,46
8/22/09,ARI,@HOU,1,31,0,1,0,0,5,24,7,4,4,0,2,7,12.6,3.6,0,0.467,55.60%,66.70%,0.00%,,7.2,1.5,2.28,47
8/17/09,ARI,@ATL,1,30,0,1,0,0,5,25,6,9,3,2,1,7,12.6,1.8,3.6,0.308,0.00%,28.60%,33.30%,,5.4,7.3,3.67,24
8/11/09,ARI,NYM,1,29,1,0,0,0,6.2,28,8,2,2,1,0,8,10.8,0,1.35,0.368,90.90%,57.90%,16.70%,,2.7,2.65,1.88,60
8/6/09,ARI,@PIT,1,28,0,0,0,0,5.1,26,7,5,5,0,4,5,8.44,6.75,0,0.438,58.30%,56.30%,0.00%,,8.44,4.03,5.02,40
8/1/09,ARI,@NYM,1,27,0,0,0,0,4,20,6,4,4,0,2,4,9,4.5,0,0.429,50.00%,42.90%,0.00%,,9,2.6,3.91,40
7/26/09,ARI,PIT,1,26,1,0,0,0,7,26,5,0,0,0,0,8,10.29,0,0,0.278,100.00%,16.70%,0.00%,,0,0.81,2.87,80
7/21/09,ARI,@COL,1,25,0,0,0,0,4,20,7,4,4,1,1,6,13.5,2.25,2.25,0.5,60.60%,27.30%,20.00%,,9,4.1,2.49,36
7/8/09,ARI,SDP,1,24,0,0,0,0,7,27,4,2,2,0,3,9,11.57,3.86,0,0.267,71.40%,46.70%,0.00%,,2.57,1.81,3.31,71
7/3/09,ARI,@COL,1,23,0,1,0,0,6,26,6,5,3,1,1,5,7.5,1.5,1.5,0.263,35.70%,40.00%,12.50%,,4.5,4.1,3.68,46
6/28/09,ARI,LAA,1,22,0,1,0,0,4.1,21,4,8,3,0,3,2,4.15,6.23,0,0.25,-14.30%,62.50%,0.00%,,6.23,4.25,5.16,30
6/23/09,ARI,TEX,1,21,1,0,0,0,6,27,7,2,2,0,1,7,10.5,1.5,0,0.389,77.80%,22.20%,0.00%,,3,1.76,3.73,61
6/17/09,ARI,@KCR,1,20,1,0,0,0,6,30,9,2,2,0,3,5,7.5,4.5,0,0.409,83.30%,52.40%,0.00%,,3,2.93,4.24,51
6/11/09,ARI,SFG,1,19,1,0,0,0,7.2,27,3,0,0,0,1,6,7.04,1.17,0,0.158,100.00%,31.60%,0.00%,,0,2.31,4.37,84
6/6/09,ARI,@SDP,1,18,0,0,0,0,5,23,3,0,0,0,5,6,10.8,9,0,0.273,100.00%,45.50%,0.00%,,0,4.3,4.82,60
5/31/09,ARI,ATL,1,17,0,1,0,0,3.2,24,10,8,8,2,3,4,9.82,7.36,4.91,0.571,53.60%,31.30%,40.00%,,19.64,11.28,5.98,4
5/26/09,ARI,SDP,1,16,1,0,0,0,7,27,6,2,2,1,0,10,12.86,0,1.29,0.313,87.00%,29.40%,12.50%,,2.57,2.1,1.74,68
5/21/09,ARI,@FLA,1,15,0,0,0,0,6,26,6,3,3,1,2,10,15,3,1.5,0.385,75.80%,66.70%,25.00%,,4.5,2.93,1.64,55
5/16/09,ARI,@ATL,1,14,1,0,0,0,6,22,4,0,0,0,3,4,6,4.5,0,0.267,100.00%,40.00%,0.00%,,0,3.26,4.14,66
5/10/09,ARI,WSN,1,13,0,0,0,0,5,25,7,4,4,3,3,5,9,5.4,5.4,0.286,100.00%,37.50%,42.90%,,7.2,10.7,4.74,25
5/5/09,ARI,@LAD,1,12,0,1,0,0,6,25,4,3,2,0,2,4,6,3,0,0.211,50.00%,55.60%,0.00%,,3,2.76,3.86,59
4/30/09,ARI,@MIL,1,11,0,0,0,0,6,24,5,0,0,0,1,7,10.5,1.5,0,0.313,100.00%,50.00%,0.00%,,0,1.26,2.58,71
4/25/09,ARI,SFG,1,10,0,1,0,0,4.2,21,5,4,4,1,2,6,11.57,3.86,1.93,0.333,53.60%,46.20%,14.30%,,7.71,4.6,3.78,42
4/19/09,ARI,@SFG,1,9,0,1,0,0,5,22,3,1,1,0,4,6,10.8,7.2,0,0.25,85.70%,25.00%,0.00%,,1.8,3.1,4.67,59
4/14/09,ARI,STL,1,8,0,0,0,0,5,22,5,3,3,0,2,1,1.8,3.6,0,0.263,57.10%,55.60%,0.00%,,5.4,3.9,5.74,48
9/24/08,ARI,@STL,1,7,0,1,0,0,5,24,7,4,2,0,2,4,7.2,3.6,0,0.389,55.60%,37.50%,0.00%,,3.6,2.73,4.05,44
9/19/08,ARI,@COL,1,6,0,1,0,0,6,26,7,3,3,2,1,8,12,1.5,3,0.333,96.20%,35.30%,25.00%,,4.5,5.3,2.72,47
9/14/08,ARI,CIN,1,5,0,0,0,0,6,23,2,1,1,1,3,9,13.5,4.5,1.5,0.1,100.00%,54.50%,25.00%,,1.5,3.8,2.51,66
9/7/08,ARI,@LAD,1,4,0,0,0,0,5,21,5,3,3,0,1,11,19.8,1.8,0,0.556,50.00%,25.00%,0.00%,,5.4,-0.67,-0.4,60
8/31/08,ARI,LAD,0,3,0,0,0,0,2,7,2,0,0,0,0,1,4.5,0,0,0.333,100.00%,50.00%,0.00%,,0,2.13,2.79,
8/29/08,ARI,LAD,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,100.00%,33.30%,0.00%,,0,3.13,4.45,
6/11/08,ARI,@NYM,0,3,0,0,0,0,2,7,0,0,0,0,1,1,4.5,4.5,0,0,100.00%,20.00%,0.00%,,0,3.63,5.61,
6/8/08,ARI,@PIT,0,3,0,0,0,0,2.1,13,3,1,1,0,2,2,7.71,7.71,0,0.429,85.70%,33.30%,0.00%,,3.86,6.56,7.69,
6/3/08,ARI,@MIL,0,3,0,0,0,0,1,6,3,3,3,2,0,1,9,0,18,0.333,0.00%,40.00%,100.00%,,27,27.13,3.77,
5/30/08,ARI,WSN,0,3,0,0,0,0,2.2,12,1,1,1,0,3,1,3.37,10.12,0,0.125,75.00%,62.50%,0.00%,,3.37,5.76,6.75,
5/26/08,ARI,@ATL,0,3,0,0,0,0,2.2,10,2,0,0,0,1,4,13.5,3.37,0,0.4,100.00%,50.00%,0.00%,,0,1.26,1.26,
5/23/08,ARI,@ATL,0,3,0,0,0,0,1,3,0,0,0,0,0,1,9,0,0,0,100.00%,100.00%,0.00%,,0,1.13,1.13,
5/17/08,ARI,DET,1,3,0,1,0,0,5,22,3,2,0,0,4,5,9,7.2,0,0.231,71.40%,61.50%,0.00%,,0,3.53,4.32,55
5/10/08,ARI,@CHC,1,2,0,0,0,0,6,24,5,1,0,0,1,6,9,1.5,0,0.333,87.50%,21.40%,0.00%,,0,2.63,4.17,67
5/5/08,ARI,PHI,1,1,0,1,0,0,4,23,8,5,5,0,2,5,11.25,4.5,0,0.533,54.50%,40.00%,0.00%,,11.25,2.88,3.54,34
4/29/08,ARI,HOU,0,0,0,0,0,0,4.1,13,0,0,0,0,0,7,14.54,0,0,0,100.00%,40.00%,0.00%,,0,-0.1,0.51,